:.,$!sort -t, -bk6,6 -k1,2n -bk7,7,,,
0,211,NX,1,ROCK1,Mickey Hart,Rolling Thunder,,
0,0,MC,1,JAZZ2,Microscopic Septet,Seven Men in Neckties,,
0,378,LP,1,FOLK1,Mike Auldridge,Blues and Blue Grass,,
0,496,LP,1,FOLK1,Mike Auldridge,Eight String Swing,,
0,0,MC,1,FOLK1,Mike Cleveland,Flame Keeper,,
0,0,MC,1,FOLK1,Mike Cleveland,Live at the Ragged Edge,,
0,0,M3,1,XMASS,Mike Pachelli,A Jazzy Guitar Christmas,,
0,0,M3,1,FOLK1,Mike Seeger,Southern Banjo Sounds,,
60000,0,CD,1,JAZZ1,Mike Westbrook,Off Abbey Road,,
0,0,MC,1,JAZZ4,Miles Davis,Blue Haze,,
0,0,MP,1,JAZZ4,Miles Davis,Collection,,
0,0,MC,1,JAZZ4,Miles Davis,Cooking with the Quintet,,
0,0,MC,1,JAZZ4,Miles Davis,Cool and Collected,,
0,0,M3,1,JAZZ4,Miles Davis,Final Tour,+John Coltrane,
0,0,MC,1,JAZZ4,Miles Davis,In A Silent Way,,
0,0,MC,2,JAZZ4,Miles Davis,Kind of Blue,Legacy Edition,
0,0,MP,1,JAZZ4,Miles Davis,Miles Ahead,,
0,0,MC,1,JAZZ4,Miles Davis,Sketches of Spain,,
0,0,CD,1,JAZZ4,Miles Davis,Super Hits,,
590000,0,MD,1,JAZZ4,Miles Davis,Kind of Blue,,
670000,0,MC,1,JAZZ4,Miles Davis,Live in Europe 1967,,
0,259,LP,2,BLUES,Mississippi John Hurt,Best Of,,
0,0,CC,1,JAZZ1,Modern Jazz Quartet,Blues at Carnegie Hall,,
0,0,CC,4,JAZZ1,Modern Jazz Quartet,Forty,,
0,0,CC,1,JAZZ1,Modern Jazz Quartet,Friends,,
0,0,CC,1,JAZZ1,Modern Jazz Quartet,With Monk,,
0,0,CC,1,JAZZ1,Modern Jazz Quartet,With Paul Desmond,,
0,0,MC,1,DEAD1,Moe,The Conch,,
0,0,M3,1,FOLK1,Molly Tuttle,City of Gold,,
0,0,MP,1,ROCK1,Monkees,Stranger Things Have Happened,Err:509,
660068,0,MD,1,ROCK1,Monkees,Birds+Bees+Monkees,,
660068,0,MD,1,ROCK1,Monkees,Headquarters,,
660068,0,MD,1,ROCK1,Monkees,More-of-the-Monkees,,
660068,0,MD,1,ROCK1,Monkees,Pisces Aquarius Capricorn Jones,,
660068,0,MD,1,ROCK1,Monkees,The-Monkees,,
0,0,MC,1,JAZZ2,Monty Alexander,Steaming Hot,,
0,0,MC,1,JAZZ2,Monty Alexander,To the Ends of the Earth,,
671100,43,KP,1,PROGS,Moody Blues,Days of Future Passed,,
680726,41,KP,1,PROGS,Moody Blues,Lost Chord,,
690425,40,KP,1,PROGS,Moody Blues,Threshold of a Dream,,
690425,40,MD,1,PROGS,Moody Blues,Threshold of a Dream,,
691121,42,KP,1,PROGS,Moody Blues,Childrens Children,,
700807,55,KP,1,PROGS,Moody Blues,Question of Balance,,
710723,116,KP,1,PROGS,Moody Blues,EGBDF,,
710723,116,KP,1,PROGS,Moody Blues,EGBDF,,
721023,116,KP,1,PROGS,Moody Blues,Seventh Sojourn,,
721023,116,KP,1,PROGS,Moody Blues,Seventh Sojourn,,
0,0,MC,1,JAZZ1,Mose Allison,Live in London,,
0,0,MC,1,JAZZ1,Mose Allison,Live in London,,
0,456,LP,2,JAZZ1,Mose Allison,Mose Allison,,
0,146,XX,1,ROCK1,Mountain,Climbing,,
0,0,M3,1,CLASS,Mozart,For Meditation,,
0,0,MC,1,BLUES,Muddy Waters,Blues Sky,,
0,306,LP,2,BLUES,Muddy Waters,Fathers and Sons,,
0,0,MC,1,BLUES,Muddy Waters,Icon,,
0,0,MC,1,BLUES,Muddy Waters,Mojo,RERECORD,
710899,354,XX,1,DEAD1,NRPS,New Riders of the Purple Sage,,
680000,39,KP,1,ROCK1,NYRRE,NY Rock and Roll Ensemble,,
690000,17,KP,1,ROCK1,NYRRE,Faithful Friends,,
700000,62,KP,1,ROCK1,NYRRE,Reflections,,
710000,61,KP,1,ROCK1,NYRRE,Roll Over,,
0,0,MC,1,FOLK1,Nashville Bluegrass Band,American Beauty,,
0,0,MC,1,FOLK1,Nashville Bluegrass Band,Unleashed,,
0,0,MC,1,FOLK1,Nashville Bluegrass Band,Waiting for Hard Times to Go,,
0,133,XX,2,ROCK2,Neil Young,Bootleg,David Ferg,
0,0,MC,1,ROCK2,Neil Young,Living with War,,
0,0,MP,1,ROCK2,Neil Young,Songs for Judy,,
680000,0,M3,1,ROCK2,Neil Young,Canterbury House 1968,,
690000,59,M3,1,ROCK2,Neil Young,Everybody Knows This Is Nowhere,,
690000,58,XX,1,ROCK2,Neil Young,Neil Young,,
700000,60,MP,1,ROCK2,Neil Young,After the Goldrush,,
700000,0,M3,2,ROCK2,Neil Young,Carnegie Hall 1970,,
720000,107,MP,1,ROCK2,Neil Young,Harvest,,
760000,0,M3,1,ROCK2,Neil Young,Hitchhiker,,
0,0,MP,1,GYPSY,New Orleans Klezmer Allstars,Big Kibosh,,
0,0,MC,1,CLASS,Newman+Oltman,Laments and Dances,,
0,0,M3,1,FOLK1,Nickel Creek,Nickel Creek,,
0,0,M3,1,FOLK1,Nickel Creek,Why Should The Fire Die,,
0,0,CC,1,ROCK1,No Doubt,Icon,,
0,0,CC,1,ROCK1,Norah Jones,Come Away With Me,,
0,0,MC,2,FOLK3,Norman Blake,Blake and Rice,V1+V2,
0,0,MC,1,FOLK3,Norman Blake,Hobos Last Ride,,
0,0,MC,1,FOLK3,Norman Blake,Shacktown Road,,
0,0,MC,1,FOLK3,Norman Blake,Slow Train thru Georgia,,
0,0,MC,1,ROCK1,Old 97s,Grand Theatre,,
0,0,MC,1,FOLK2,Osborne Brothers,Essential Bluegrass,+Mac Wiseman,
0,0,MC,1,FOLK2,Osborne Brothers,Once More,,
0,0,MC,1,JAZZ4,Oscar Peterson,A Tribute To,,
0,0,MC,1,JAZZ4,Oscar Peterson,Carnegie Hall Concerts,,
0,0,MC,1,JAZZ4,Oscar Peterson,Encore at the Blue Note,,
0,0,MC,1,JAZZ4,Oscar Peterson,Live at the Blue Note,,
0,0,MC,1,JAZZ4,Oscar Peterson,Perfect Peterson,,
0,0,MC,1,JAZZ4,Oscar Peterson,Plays Count Basie,,
0,0,MC,1,JAZZ4,Oscar Peterson,Porgy + Bess,,
0,0,MC,1,JAZZ4,Oscar Peterson,Side By Side,+Isaac Perlman,
0,0,MC,1,JAZZ4,Oscar Peterson,Solo,,
0,0,CC,1,JAZZ4,Oscar Peterson,Three Originals,,
0,0,MC,1,JAZZ4,Oscar Peterson,Very Tall,+Milt Jackson,
0,0,MD,1,XMASS,Oscar Peterson,Christmas,,
0,0,CC,1,JAZZ4,Oscar Peterson,We Get Requests + Night Train,,
0,0,MC,1,BLUES,Otis Rush,Aint Enough Coming In,,
0,154,LP,1,BLUES,Otis Spann,Biggest Thing Since Colossus,,
0,257,LP,1,BLUES,Otis Spann,Otis Spann,,
0,0,MC,1,JAZZ4,Pat Metheny,Day Trip,,
0,0,M3,1,JAZZ4,Pat Metheny,From This Place,,
0,0,MC,1,JAZZ4,Pat Metheny,Kin,Unity Group,
0,0,MC,1,JAZZ4,Pat Metheny,Mehldau Quartet,,
0,0,MC,1,JAZZ4,Pat Metheny,Old Orchestrion,,
0,0,MC,2,JAZZ4,Pat Metheny,Orchestrion Project,,
0,0,MC,1,JAZZ4,Pat Metheny,Pat Metheny Group,,
0,0,MC,2,JAZZ4,Pat Metheny,Trio Live,,
0,0,MC,1,JAZZ4,Pat Metheny,What Its All About,,
0,0,MC,1,JAZZ4,Pat Metheny,Wichita Falls,,
0,0,MC,1,JAZZ4,Pat Metheny,With Mehldau,,
0,0,MC,1,HARPS,Patrick Ball,Celtic Harp of Turlough OCarolan,,
0,0,MC,1,HARPS,Patrick Ball,Fiona,,
0,0,MC,1,HARPS,Patrick Ball,From a Distant Time,,
0,0,MC,1,PROGS,Patrick Kelly,Zen Garden,,
0,0,CD,1,ROCK1,Patrick Maggi,The Laughing Game,LOCAL,
0,0,MC,1,FOLK1,Patsy Cline,Definitive Collection,,
0,0,CC,1,JAZZ1,Paul Bley,Bebob Bebop,,
0,0,M3,1,BLUES,Paul Butterfield,Butterfield Blues Band,,
0,0,CC,1,BLUES,Paul Butterfield,With Mike Bloomfield,,
0,0,MC,1,BEATL,Paul McCartney,Amoeba Gig,,
0,0,MP,2,BEATL,Paul McCartney,Back in the US Live,,
0,0,MC,1,PROGS,Paul Winter,Prayer for the Wild Things,,
0,0,CD,1,ROCK1,Paula Cole,This Fire,,
0,0,M3,2,FOLK1,Paxton+Fink+Marxer,All New,,
0,486,SL,1,FOLK1,Pentangle,Cruel Sister,,
0,487,SL,1,FOLK1,Pentangle,History Book,,
0,485,SL,1,FOLK1,Pentangle,Pentangle,,
0,0,M3,2,ROCK2,Peter Frampton,Frampton Comes Alive,,
0,0,M3,1,ROCK2,Peter Frampton,Frampton Forgets the Words,,
0,0,MC,1,ROCK2,Peter Frampton,Hummingbird in a Box,,
0,0,MC,1,ROCK2,Peter Frampton,Icon,,
0,447,SL,1,BLUES,Peter Green,In The Skies,,
0,481,XX,1,BLUES,Peter Green,Little Dreamer,,
0,0,MC,1,PROGS,Peter Kater,Air,,
0,0,MC,1,PROGS,Peter Kater,Earth,,
0,0,MC,1,PROGS,Peter Kater,Fire,,
0,0,MC,1,PROGS,Peter Kater,Water,,
0,0,MC,2,FOLK1,Peter Paul and Mary,Around the Campfire,,
0,0,MC,1,DEAD1,Peter Rowan,Bluegrass Boy,,
0,0,MC,1,DEAD1,Peter Rowan,Legacy,,
0,432,LP,1,DEAD1,Peter Rowan,Muleskinner,,
0,0,MC,1,DEAD1,Peter Rowan,New Moon Rising,,
750299,303,MP,1,DEAD1,Peter Rowan,Breakdown,,
750299,303,KP,1,DEAD1,Peter Rowan,Old and In The Way,,
750299,303,M3,1,DEAD1,Peter Rowan,Old and In The Way,,
0,0,CC,1,FOLK1,Phantom Planet,The Guest,NOT RIPed,
0,0,MC,1,FOLK1,Phil Leadbetter,Next Move,,
0,0,MC,2,DEAD1,Phil Lesh,Boston-100600,,
0,0,MC,1,DEAD1,Phil Lesh,Maritime Hall-021801,,
0,344,LP,1,DEAD1,Phil Lesh,Seastones,,
0,0,M3,1,XMASS,Phillip Keveren,Classical Christmas,,
0,0,MP,1,DEAD1,Phish,Billy Breathes,,
0,0,MP,1,DEAD1,Phish,Hoist,,
0,0,MP,2,DEAD1,Phish,Junta,,
0,0,MP,1,DEAD1,Phish,Rift,,
0,0,MD,1,FOLK3,Picking On,The Dead V2,,
10000,0,CD,1,FOLK3,Picking On,Eight Miles High,,
10000,0,CD,1,FOLK3,Picking On,Tangled Up in Bluegrass,,
50000,0,MD,1,FOLK3,Picking On,Paint It Blue,Honeywagon,
940000,0,CD,1,FOLK3,Picking On,The Eagles,,
940003,0,MD,1,FOLK3,Picking On,The Dead V1,,
60000,0,CD,1,FOLK3,Picking on the Beatles,,,
0,0,MC,1,BLUES,Pinetop Perkins,And Friends,,
0,0,MC,1,BLUES,Pinetop Perkins,Born in the Delta,,
0,0,MC,1,BLUES,Pinetop Perkins,How Long,DUP,
0,335,LP,2,PROGS,Pink Floyd,A Nice Pair,,
0,0,M3,1,PROGS,Pink Floyd,Animals Reimagined,#NAME?,
0,0,MC,2,PROGS,Pink Floyd,Delicate Sound of Thunder,,
0,0,MC,1,PROGS,Pink Floyd,Dub Side of the Moon,,
0,0,MC,2,PROGS,Pink Floyd,Echoes,Collection,
0,0,DV,1,PROGS,Pink Floyd,Endless River,,
0,0,MD,1,PROGS,Pink Floyd,Endless River,,
690000,348,MD,2,PROGS,Pink Floyd,Umma Gumma,,
710000,334,MD,1,PROGS,Pink Floyd,Meddle,,
720000,358,MD,1,PROGS,Pink Floyd,Obscured By Clouds,,
730000,391,MD,1,PROGS,Pink Floyd,Dark Side of the Moon,,
750000,347,MD,1,PROGS,Pink Floyd,Wish You Were Here,,
770000,380,MD,1,PROGS,Pink Floyd,Animals,,
790000,476,M3,2,PROGS,Pink Floyd,The Wall,,
940328,0,MD,1,PROGS,Pink Floyd,Division Bell,,
0,0,MD,1,ROCK1,Police,Synchronicity,,
0,0,M3,1,ROCK1,Primus,Conspiranoid,,
30000,0,MD,1,ROCK1,Primus,Animals Should Not Try To Act,,
0,0,MP,1,JAZZ1,Puppini Sisters,Betcha Bottom Dollar,,
0,0,MP,1,JAZZ1,Puppini Sisters,Betcha Bottom Dollar,,
0,0,MP,1,JAZZ1,Puppini Sisters,Rise+Fall of Ruby Woo,,
0,0,MP,1,JAZZ1,Puppini Sisters,Rise+Fall of Ruby Woo,,
0,0,CD,1,ROCK1,Queen,Greatest Hits,,
0,0,MD,3,ROCK1,Queen,Greatest Hits I II III,,
0,281,XX,1,ROCK1,Quicksilver,Happy Trails,,
0,316,XX,1,ROCK1,Quicksilver,Quicksilver,,
0,0,MC,1,CLASS,Rachmaninov,Yuja Wang plays Paganini,,
0,0,MC,1,FOLK2,Ralph Stanley,A Mothers Prayer,,
0,0,MC,2,FOLK2,Ralph Stanley,Clinch Mountain Country,,
0,0,MC,1,FOLK2,Ralph Stanley,Complete Columbia Recordings,,
0,483,LP,2,FOLK2,Ralph Stanley,Live at McClure VA,,
0,0,MC,1,FOLK2,Ralph Stanley,Songs of the Carter Family,,
0,0,CC,1,JAZZ1,Ralph Towner,Anthem,,
0,0,CC,1,JAZZ1,Ralph Towner,Solstice,,
0,0,MC,1,JAZZ1,Ramsey Lewis,Time Flies,,
0,0,MC,1,INDIA,Ravi Shankar,Bridges,,
0,0,CC,4,INDIA,Ravi Shankar,In Celebration,,
0,0,MC,1,PROGS,Ray Lynch,Deep Breakfast,,
0,0,MC,1,PROGS,Ray Lynch,Nothing Above My Shoulders,,
0,0,MC,1,ROCK1,Ray Manzarek,Translucent Blues,,
0,0,MC,1,FOLK2,Red Allen,Lonesome and Blue,,
640083,0,MC,1,FOLK2,Red Allen,The Folksway Years,+Frank Wakefield,
0,0,MC,1,JAZZ1,Red Garland,Red Garland,,
0,0,MC,1,JAZZ1,Red Garland,Soul Junction,,
0,423,KP,2,ROCK1,Renaissance,Live at Carnegie Hall,,
20000,0,MD,1,FOLK1,Rex McGee,24 Creations Solo Banjo,LOCAL,
0,433,LP,1,FOLK1,Richard Greene,Rambling,,
0,0,M3,1,FOLK3,Ricky Skaggs,A Skaggs Family Christmas,+DVD,
0,0,MC,1,FOLK3,Ricky Skaggs,Ancient Tones,,
0,0,MC,1,FOLK3,Ricky Skaggs,Bluegrass Rules,,
0,0,MC,1,FOLK3,Ricky Skaggs,Brand New Strings,,
0,0,MC,1,FOLK3,Ricky Skaggs,History of the Future,,
0,0,MC,1,FOLK3,Ricky Skaggs,Honoring Fathers of Bluegrass,,
0,0,MC,1,FOLK3,Ricky Skaggs,Instrumentals,,
0,0,MC,1,FOLK3,Ricky Skaggs,With Bruce Hornsby,,
0,467,VL,1,ROCK1,Robbie Krieger,Butts Band,,
0,499,LP,1,FOLK1,Robert Byrd,US Senator Robert Byrd,,
0,0,MC,1,BLUES,Robert Cray,Live at the BBC,,
0,0,MC,1,BLUES,Robert Cray,Shoulda Been Home,,
0,0,MC,1,FOLK1,Robert Earl Keen,Happy Prisoner,,
740000,360,LP,1,DEAD1,Robert Hunter,Rum Runners,,
800000,453,KP,1,DEAD1,Robert Hunter,Jack of Roses,,
800000,453,MC,1,DEAD1,Robert Hunter,Jack of Roses,,
0,0,MC,1,IRISH,Robin Bullock,Between Earth and Sky,,
0,0,MC,1,BLUES,Robin Trower,Roots and Branches,,
0,85,XX,1,ROCK1,Rod Stewart,Every Picture,,
0,93,XX,1,ROCK1,Rod Stewart,Faces Long Player,,
0,128,XX,1,ROCK1,Rod Stewart,First Steps,,
0,92,XX,1,ROCK1,Rod Stewart,Gasoline Alley,,
0,144,XX,1,ROCK1,Rod Stewart,Never a Dull Moment,,
0,143,XX,1,ROCK1,Rod Stewart,Nod as Good as Wink,,
0,86,XX,1,ROCK1,Rod Stewart,Rod Stewart,,
0,0,MC,2,JAZZ2,Roger Kellaway,Live at Jazz Standard,,
960000,0,CD,1,ROCK1,Roger McGuinn,Live From Mars,,
0,0,MC,2,PROGS,Roger Waters,In the Flesh,,
0,0,M3,2,ROCK4,Rolling Stones,GRRR Live,,
0,98,XX,1,ROCK4,Rolling Stones,Jamming With Edward,,
0,0,MP,1,ROCK4,Rolling Stones,Rarities,,
0,0,M3,1,ROCK4,Rolling Stones,Stoned Cold Country,Tribute,
180713,0,CD,1,ROCK4,Rolling Stones,No Security,BAD,
640071,0,M3,1,ROCK4,Rolling Stones,Best-Of-1964-1971,,
640417,135,XX,1,ROCK4,Rolling Stones,The Rolling Stones,,
641017,136,MP,1,ROCK4,Rolling Stones,12x5,,
650300,137,CC,1,ROCK4,Rolling Stones,Now,+Beggars Banquet,
650300,137,M3,1,ROCK4,Rolling Stones,Now,,
650730,138,XX,1,ROCK4,Rolling Stones,Out of Our Heads,,
651203,139,XX,1,ROCK4,Rolling Stones,Decembers Children,,
660328,25,XX,1,ROCK4,Rolling Stones,High Tide and Green Grass,,
660701,18,MC,1,ROCK4,Rolling Stones,Aftermath,,
661128,141,XX,1,ROCK4,Rolling Stones,Got Live If You Want It,,
670120,140,MC,1,ROCK4,Rolling Stones,Between the Buttons,+Feats,
670626,20,XX,1,ROCK4,Rolling Stones,Flowers,collection,
671208,19,MC,1,ROCK4,Rolling Stones,Satanic Majesty,,
681206,56,MC,1,ROCK4,Rolling Stones,Beggars Banquet,+Now,
690912,9,XX,1,ROCK4,Rolling Stones,Thru the Past Darkly,,
691128,24,CC,1,ROCK4,Rolling Stones,Let it Bleed,+Give It Up,
691128,24,M3,1,ROCK4,Rolling Stones,Let it Bleed,,
700000,97,XX,1,ROCK4,Rolling Stones,Liver Than Youll Ever Be,,
700904,70,XX,1,ROCK4,Rolling Stones,Get Your Ya Yas Out,,
710093,0,M3,1,ROCK4,Rolling Stones,Best-Of-1971-1993,,
710423,71,CC,1,ROCK4,Rolling Stones,Sticky Fingers,+Some Girls,
710423,71,M3,1,ROCK4,Rolling Stones,Sticky Fingers,,
710423,71,M3,1,ROCK4,Rolling Stones,Sticky Fingers Bonus,,
711220,0,MC,1,ROCK4,Rolling Stones,Hot Rocks,,
720526,126,MC,1,ROCK4,Rolling Stones,Exile on Main Street,,
721211,164,XX,2,ROCK4,Rolling Stones,More Hot Rocks,,
730831,216,XX,1,ROCK4,Rolling Stones,Goats Head Soup,,
741018,291,M3,1,ROCK4,Rolling Stones,Its Only Rock and Roll,,
750606,518,XX,1,ROCK4,Rolling Stones,Metamorphosis,BAD,
780609,517,CC,1,ROCK4,Rolling Stones,Some Girls,+ Sticky Fingers,
780609,517,M3,1,ROCK4,Rolling Stones,Some Girls,,
780609,517,M3,1,ROCK4,Rolling Stones,Some Girls Bonus,,
0,0,M3,1,BLUES,Ronnie Earl,Maxwell Street,,
0,0,MC,1,BLUES,Roomful of Blues,Standing Room Only,,
0,0,MC,1,BLUES,Roomful of Blues,Under One Roof,,
0,0,M3,1,FOLK3,Rounder,Rounder Records 40th,,
0,0,MP,4,FOLK3,Rounder,The Rounder Records Story,,
710000,117,MD,1,ROCK1,Roy Buchanan,Snake Stretchers,,
720899,176,XX,1,ROCK1,Roy Buchanan,Roy Buchanan,,
0,420,LP,1,ROCK1,Ruppert Chapelle,Ozone Music,LOCAL,
0,0,MC,1,BEATL,Rutles,Anthology,,
0,0,MC,1,BEATL,Rutles,The Rutles,,
0,0,MC,1,BLUES,Ry Cooder,Election Special,,
0,145,VL,1,ROCK1,Ry Cooder,Into the Purple Valley,,
0,0,CD,1,BLUES,SRV,Greatest Hits,,
0,0,MD,1,WOMEN,Sade,Best Of,Duplicate,
0,0,MP,1,WOMEN,Sade,Soldier of Love,,
0,389,LP,1,FOLK1,Sam Bush,Blake Taylor Bush Vassar,,
0,0,MP,1,ROCK2,Santana,Best Of,,
0,0,MP,1,ROCK2,Santana,Food_for_Thought,Tribute,
0,329,NX,1,ROCK2,Santana,Love Devotion Surrender,,
0,0,M3,2,ROCK2,Santana,Santana III,,
0,0,MP,1,ROCK2,Santana,Supernatural,+Clive Davis,
690000,374,M3,1,ROCK2,Santana,Santana,,
690000,374,NX,1,ROCK2,Santana,Santana,,
700000,330,M3,1,ROCK2,Santana,Abraxas,,
700000,330,NX,1,ROCK2,Santana,Abraxas,,
720000,350,NX,1,ROCK2,Santana,Caravanserai,,
730000,331,NX,1,ROCK2,Santana,Welcome,,
740000,300,NX,1,ROCK2,Santana,Borboletta,,
0,0,MC,1,HARPS,Sara Ericsson,20th Century Harp Sonatas,,
0,0,MC,1,FOLK2,Sarah Jarosz,Follow Me Down,,
0,0,M3,1,FOLK2,Sarah Jarosz,Polaroid Lovers,,
0,0,MC,1,FOLK2,Sarah Jarosz,Song Up In Her Head,,
0,0,MP,1,WOMEN,Sarah McLachlan,Freedom Sessions,,
31104,0,MD,1,WOMEN,Sarah McLachlan,Afterglow,,
61017,0,MD,1,WOMEN,Sarah McLachlan,Wintersong,,
100615,0,MD,1,WOMEN,Sarah McLachlan,Laws of Illusion,,
140506,0,CD,1,WOMEN,Sarah McLachlan,Shine On,,
881011,0,MD,1,WOMEN,Sarah McLachlan,Touch,,
910629,0,MD,1,WOMEN,Sarah McLachlan,Solace,,
930000,0,MD,1,WOMEN,Sarah McLachlan,Good Enough,EP,
930000,0,MD,1,WOMEN,Sarah McLachlan,Posession,EP,
931022,0,MD,1,WOMEN,Sarah McLachlan,Fumbling Towards Ecstasy,,
960617,0,MD,1,WOMEN,Sarah McLachlan,Rarities,,
970715,0,MD,1,WOMEN,Sarah McLachlan,Surfacing,,
990615,0,CD,1,WOMEN,Sarah McLachlan,Mirrorball,OUTDATED,
990615,0,MD,2,WOMEN,Sarah McLachlan,Mirrorball Complete,,
0,0,M3,1,FOLK1,Sarah Siskind,Modern Appalachia,,
0,0,MD,1,HARPS,Savourna Stevenson,Celtic Harp,,
0,0,MC,1,CLASS,Schubert,Symphony #6,,
0,0,M3,1,XMASS,Scott Miller,Mountain Frontier Christmas,,
0,0,MC,1,BEATL,Sean Lennon,Friendly Fire,,
700000,506,LP,1,ROCK1,Seatrain,Seatrain,,
710000,507,LP,1,ROCK1,Seatrain,Marblehead Messenger,,
969999,0,CD,1,DEAD1,Second Sight,Second Sight,,
0,359,LP,1,ROCK1,Section,The Section,,
0,0,M3,1,FOLK3,Seldom Scene,Best Of,,
0,0,MP,1,FOLK3,Seldom Scene,Like We Used to Be,,
0,0,M3,1,FOLK3,Seldom Scene,SCENEchronized,,
729999,491,LP,1,FOLK3,Seldom Scene,Act 1,,
739999,492,LP,1,FOLK3,Seldom Scene,Act 2,,
749999,493,LP,1,FOLK3,Seldom Scene,Act 3,,
749999,388,LP,1,FOLK3,Seldom Scene,Old Train,,
759999,363,LP,2,FOLK3,Seldom Scene,Live at the Cellar Door,,
759999,363,MD,1,FOLK3,Seldom Scene,Live at the Cellar Door,,
799999,494,LP,1,FOLK3,Seldom Scene,Act 4,,
819999,495,LP,1,FOLK3,Seldom Scene,After Midnight,,
839999,511,LP,1,FOLK3,Seldom Scene,At the Scene,,
0,0,CC,2,JAZZ1,Seven Men,Microscopic Septet,,
0,0,M3,1,WOMEN,Shawn Colvin,A Whole New You,,
0,0,M3,1,WOMEN,Shawn Colvin,Live,,
961001,0,MD,1,WOMEN,Shawn Colvin,A Few Small Repairs,,
0,0,MC,2,CLASS,Shostakovich,Keith Jarrett plays Opus 87,,
700000,320,LP,1,BLUES,Shuggie Otis,Here Comes,,
710000,422,LP,1,BLUES,Shuggie Otis,Freedom Flight,,
0,0,MC,1,JAZZ1,Sidney Bechet,Ken Burns Jazz,,
0,0,MC,1,JAZZ1,Sidney Bechet,The Legendary,,
0,0,MD,1,FOLK2,Simon and Garfunkel,Bookends,,
0,0,MD,1,FOLK2,Simon and Garfunkel,Bridge-Over-Troubled-Waters,,
0,0,MD,1,FOLK2,Simon and Garfunkel,Parsley Sage Rosemary+Thyme,,
0,0,MD,1,FOLK2,Simon and Garfunkel,Sound-of-Silence,,
0,0,MD,1,FOLK2,Simon and Garfunkel,Wednesday-Morning-3AM,,
0,319,LP,1,BLUES,Slim Green,Stone Down Blues Guitar,,
690000,15,XX,1,ROCK1,Sly Stone,Stand,,
0,339,LP,1,BLUES,Sonny Boy Williamson,Sonny Boy Williamson,,
0,0,M3,1,BLUES,Sonny Landreth,Blacktop Run,,
0,0,M3,1,BLUES,Sonny Landreth,Elemental Journey,,
0,0,M3,2,BLUES,Sonny Landreth,Live in Lafayette,,
0,0,M3,2,ROCK1,Soundtrack,Monterey Pop Festival,,
0,142,NX,1,ROCK1,Soundtrack,Performance,,
0,0,CC,1,MISCS,Soundtrack,True Blood,,
130000,0,CD,2,MISCS,Soundtrack,Hobbit Desolation of Smaug,,
690800,48,XX,3,ROCK1,Soundtrack,Woodstock,,
730000,472,XX,1,ROCK1,Springsteen,Asbury Park,,
730000,473,XX,1,ROCK1,Springsteen,E St Shuffle,,
750000,474,MC,1,ROCK1,Springsteen,Born to Run,,
780000,475,XX,1,ROCK1,Springsteen,Darkness on the Edge of Town,,
0,0,MP,1,JAZZ1,Squirrel Nut Zippers,HOT,,
0,0,MC,1,JAZZ1,Squirrel Nut Zippers,Perennial Favorites,,
0,0,MC,1,JAZZ2,Stanley Clarke,Jazz in the Garden,+Hiromi,
0,0,MC,1,JAZZ2,Stanley Clarke,S.M.V.,+Marcus Miller,+Victor Wooten
0,0,M3,1,JAZZ2,Stanley Clarke,UP,,
0,0,MC,1,JAZZ2,Stanley Clarke,With Hiromi,,
0,0,CC,1,JAZZ2,Stanley Jordan,Friends,,
0,0,CC,1,JAZZ2,Stanley Jordan,Magic Touch,,
950000,0,MD,1,JAZZ2,Stanley Jordan,Best Of,,
0,0,MC,1,FOLK1,Steeldrivers,The Steeldrivers,,
0,0,M3,1,ROCK3,Steely Dan,Cant Buy a Thrill,,
0,0,MC,1,ROCK3,Steely Dan,Everything Must Go,,
0,0,M3,2,ROCK3,Steely Dan,Very Best Of,,
229,0,MD,1,ROCK3,Steely Dan,Two Against Nature,,
0,0,MC,1,ROCK1,Stephen Stills,Manassas Pieces,Compilation,
0,0,CC,1,ROCK1,Stephen Stills,Pieces,,
700000,66,VL,1,ROCK1,Stephen Stills,Steve Stills,,
710000,113,VL,1,ROCK1,Stephen Stills,Steve Stills Two,,
720000,174,VL,2,ROCK1,Stephen Stills,Manassas,,
0,0,MC,1,FOLK1,Stephen Wade,Dancing in the Parlor,,
720000,102,LP,2,ROCK1,Stephen Winwood,Winwood,RARE,
0,36,XX,1,ROCK1,Steppenwolf,Early,,
0,35,XX,1,ROCK1,Steppenwolf,Monster,,
0,0,MC,1,FOLK2,Steve Earle,Low Highway,,
0,0,MC,1,FOLK2,Steve Earle,The Mountain,,
0,0,MC,1,FOLK2,Steve Earle,Train A Coming,,
0,0,MC,1,FOLK2,Steve Earle,Transcendental Blues,,
0,0,MC,1,PROGS,Steve Halpern,Chakra Suite,,
0,427,VL,1,ROCK1,Steve Howe,Beginnings,,
0,0,M3,1,FOLK2,Steve Martin,Love Has Come for You,,
0,0,M3,1,FOLK2,Steve Martin,The Crow,,
0,0,M3,1,FOLK2,Steve Martin,The Long Awaited Album,,
0,0,MC,1,FOLK1,Steve Wariner,No More Mister Nice Guy,,
0,0,M3,1,BLUES,Stevie Ray Vaughan,Baby Please Come Home,Err:509,
0,0,M3,2,BLUES,Stevie Ray Vaughan,Essential,,
0,0,CD,1,ROCK1,Sting,Brand New Day,,
0,0,CD,1,ROCK1,Sting,Nothing Like the Sun,,
